DOI,Affiliations
10.1057/s41599-022-01173-w,"Department of Social Pedagogy and Self-Knowledge, L.N. Gumilyov Eurasian National University, Nur-Sultan, Kazakhstan; Department of Psychology, L.N. Gumilyov Eurasian National University, Nur-Sultan, Kazakhstan; Department of Performing Arts, International Kazakh-Turkish University named after Khoja Ahmed Yasawi, Turkestan, Kazakhstan; Department of Russian Philology, Atyrau University named after Kh. Dosmukhamedov, Atyrau, Kazakhstan"
10.1007/s13369-021-06155-9,"Department of Computer Science and Engineering, Kongu Engineering College, Perundurai, Tamil Nadu, Erode, 638060, India; Department of Computer Science, College of Computer and Information Sciences, King Saud University, P.O. Box 51178, Riyadh, 11543, Saudi Arabia; Department of Computer Science and Engineering, College of Applied Studies and Community Services, King Saud University, P.O. Box 22549, Riyadh, 11495, Saudi Arabia; Electrical and Computer Engineering Department, Cleveland State University, Cleveland, 44115, OH, United States; Department of Computer Science and Engineering, Vignan’s Foundation for Science, Technology and Research (Deemed To Be University), Vadlamudi, Andhra Pradesh, Guntur, 522213, India"
10.1186/s13052-022-01247-0,"Tianjin Children’s Hospital (Tianjin University Children’s Hospital), Tianjin, 300134, China; Department of Institute of Pediatrics, Tianjin Children’s Hospital, Tianjin, 300134, China; Tianjin Key Laboratory of prevention and treatment of child birth defects, Tianjin, 300134, China; Department of Neurology, Tianjin Children’s Hospital, No. 238 of Long-Yan Road, Bei-Chen District, Tianjin, 300134, China"
10.1007/s13198-021-01310-9,"School of Journalism and Communication, Shenyang City University, Liaoning, Shenyang, 110112, China; Department of ITE, Baba Ghulam Shah Badshah University, Rajouri, J&K, India; Department of Computing, Mathematics and Physics, Høgskulen på Vestlandet, Bergen, Norway; Warsaw School of Economics, Warsaw, Poland"
10.1080/21655979.2021.1996015,"Kunming Medical University, No. 1168 West Chunrong Road, Yunnan, Kunming, 650504, China; Department of Orthopaedics, The First People’s Hospital of Yunnan Province, No. 504 Qingnian Rd, Yunnan, Kunming, 650011, China; Department of Orthopaedics, The First Affiliated Hospital of Kunming Medical University, No.295 Xichang Rd, Yunnan, Kunming, 650032, China; Department of Spinal Surgery, The First Affiliated of Dali University, No. 32 Jiashibo Rd, Yunnan, Dali, 671000, China"
10.1080/20430795.2021.1883985,"School of Education, Minhaj University Lahore, Punjab, Pakistan; Department of Education, University of Malakand, Chakdara, Pakistan; Department of English, University of Kotli AJK, Kotli, Pakistan; Department of Mass Communication, FABS, BUITEMS, Quetta, Pakistan; Management Sciences, UOM, Chakdara, Pakistan"
10.1007/s00500-020-05503-5,"DGUT-CNAM Institute, Dongguan University of Technology, Dongguan, 523106, China; Health Department of Ceará, Av. Almirante Barroso, 600, Praia de Iracema, Ceará, Fortaleza, Brazil"
10.1186/s13098-022-00844-7,"College of Medicine, University of Babylon, Babil, Iraq; Department of Obstetrics and Gynecology, Hammurabi College of Medicine, University of Babylon, Babil, Iraq; Veterinary Medicine College, Al-Qasim Green University, Al-Qasim, Iraq; Al-Manara College For Medical Sciences, Maysan, Iraq; Deanship of Scientific Research, Umm Al-Qura University, Makkah, Saudi Arabia; Zoology Department, Faculty of Science, Mansoura University, Mansoura, Egypt; College of Medicine, University of Al-Ameed, Karbala, Iraq; Department of Biochemistry, SKIMS, J&K, Srinagar, India; Al-Nisour University College, Baghdad, Iraq; Computer Engineering Techniques, Faculty of Information Technology, Imam Ja’afar Al-Sadiq University, Baghdad, Iraq; Faculty of Biology and Ecology, Yanka Kupala State University of Grodno, Grodno, 230023, Belarus; College of Technical Engineering, The Islamic University, Najaf, Iraq; Department of Pharmaceutical Chemistry, College of Pharmacy, University of Mosul, Mosul, 41001, Iraq; Department of Biophysics, College of Applied Sciences, University Of Anbar, Ramadi, Iraq; Non-Communicable Diseases Research Center, Sabzevar University of Medical Sciences, Sabzevar, Iran"
10.1007/s00500-021-06012-9,"Department of Geography, The University of Burdwan, West Bengal, Bardhaman, India; Centre for Rural Development and Sustainable Innovative Technology, Indian Institute of Technology Kharagpur, West Bengal, Kharagpur, India; Department of Geomorphology, Tarbiat Modares University, Tehran, 14117-13116, Iran; Centre for Advanced Modelling and Geospatial Information Systems (CAMGIS), Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, 2007, NSW, Australia; Ecology and Environmental Modelling Laboratory, Department of Environmental Science, The University of Burdwan, West Bengal, Burdwan, India; Institute of Research and Development, Duy Tan University, Da Nang, 550000, Viet Nam; Centre for Climate Change Adaptation, National Institute for Environmental Studies, Ibaraki, 305-8506, Japan; School of Environment, Education and Development, University of Manchester, Oxford Road, Manchester, M13 9PL, United Kingdom; Department of Energy and Mineral Resources Engineering, Sejong University, Choongmu-gwan, 209 Neungdong-ro, Gwangjin-gu, Seoul, 05006, South Korea; Center of Excellence for Climate Change Research, King Abdulaziz University, P.O. Box 80234, Jeddah, 21589, Saudi Arabia; Earth Observation Center, Institute of Climate Change, University Kebangsaan Malaysia, Selangor, Bangi, 43600 UKM, Malaysia"
10.1089/ther.2015.0025,"Division of Aerospace Medicine, Wright State University, Dayton, OH, United States; Division of Vascular Surgery and Endovascular Therapy, Michael E. DeBakey Department of Surgery, Baylor College of Medicine, Houston, TX, United States; The University of Texas, Health Science Center at Houston, Houston, TX, United States; The University of Texas, Medical Branch at Galveston, Galveston, TX, United States; University General Hospital, Houston, TX, United States"
10.1007/s00216-022-04150-z,"Department of Pathology & Anatomy, Faculty of Medicine, Lambung Mangkurat University, South Kalimantan, Banjarmasin, Indonesia; Chemistry Department, College of Science, Salahaddin University, Erbil, 44002, Iraq; Department of Anesthesia, Al-Mustaqbal University, Babylon, Iraq; College of Business Administration, Ajman University, Ajman, United Arab Emirates; Department of Pediatric Surgical Diseases, Samarkand State Medical Institute, Samarkand, Uzbekistan; Department of Scientific Affairs, Tashkent State Dental Institute, Makhtumkuli Street 103, Tashkent, Uzbekistan; School of Business and Administration, Polytechnic Institute of Setúbal, Portugal and CEFAGE-UE, IIFA, University of Évora, Évora, Portugal; Department of Clinical Pharmacy, College of Pharmacy, Prince Sattam Bin Abdulaziz University, Al-Kharj, Saudi Arabia; Department of Medical Laboratory Techniques, Medical Technology College, Al-Farahidi University, Baghdad, Iraq; Department of Computer Engineering and Applications, GLA University, Mathura, India; Department of Pharmaceutical Chemistry, College of Pharmacy, University of Mosul, Mosul, 41001, Iraq; Department of Biophysics, College of Applied Sciences, University of Anbar, Al anbar, Iraq"
10.1080/03772063.2021.2000509,"Department of Biomedical Engineering, Faculty of Engineering, Universiti Malaya, Jalan Universiti, Kuala Lumpur, 50603, Malaysia; Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka, Japan; Chitkara University Institute of Engineering and Technology, Chitkara University, Rajpura, India; College of Computer Science and Engineering, University of Ha’il, Ha’il, Saudi Arabia"
10.1080/1206212X.2020.1735764,"School of Intelligent Engineering, Zhengzhou University of Aeronautics, Zhengzhou, China; Image and Network Investigation Department, Railway Police College, Zhengzhou, China"
10.1007/s13369-021-06026-3,"Netaji Subhas Institute of Technology, Sector 3, Dwarka, New Delhi, India; Netaji Subhas University of Technology (Erstwhile NSIT), Sector 3, Dwarka, New Delhi, India; BharatiVidyapeeth’s College of Engineering, Delhi, Paschim Vihar, India; Department of Computer Science, University of Oviedo, Oviedo, Spain"
10.1016/j.chemosphere.2022.136460,"Jiangsu Co-Innovation Center of Efficient Processing and Utilization of Forest Resources, International Innovation Center for Forest Chemicals and Materials, College of Materials Science and Engineering, Nanjing Forestry University, Jiangsu, Nanjing, 210037, China; Zhejiang Shiyou Timber Co., Ltd., 1111 Shiyuan West Road, Zhejiang, Huzhou, 313009, China; Sinomaple Furnishing (Jiangsu) Co., Ltd., 99 Fen'an Dong Lu, Wujiang District, Jiangsu, Suzhou, 215200, China; Holtrop & Jansma (Qingdao) Environmental Protection Equipment Co., Ltd., 8 Tongshun Road, High-tech District, Shandong, Qingdao, 266114, China; Jiangsu Shenmao Plastic Products Co., Ltd., Wood Industrial District, Siyang, Jiangsu, 223798, China"
10.1080/1206212X.2020.1738665,"Network Data Center, Communication University of Zhejiang, Hangzhou, China"
10.1186/s13018-022-03410-z,"Department of Orthopedic Surgery, Shanghai Jiao Tong University Affiliated Sixth People’s Hospital, 600 Yishan Road, Xuhui District, Shanghai, 200233, China"
10.1007/s13258-022-01259-4,"Department of General Surgery, First Affiliated Hospital of Soochow University, Jiangsu Province, Suzhou, 215006, China; Department of General Surgery, Jiangsu Shengze Hospital, Jiangsu Province, Wujiang, 215228, China; Liver Disease Center, The Affiliated Hospital of Qingdao University, No. 59 Haier Rd, Shandong Province, Qingdao, 266003, China; Department of Gastroenterology, First Affiliated Hospital of Soochow University, Jiangsu Province, Suzhou, 215006, China; Department of Bioinformatics, Center for Systems Biology, School of Biology and Basic Medical Sciences, Soochow University, Jiangsu Province, Suzhou, 215123, China"
10.1007/s13204-021-02060-7,"Department of Mathematical and Physical Sciences, University of Nizwa, Nizwa, Oman; Chemical Engineering Department, College of Engineering, King Saud University, P.O.Box 800, Riyadh, 11421, Saudi Arabia; College of Engineering, King Saud University, P.O. Box 800, Riyadh, 11421, Saudi Arabia; School of Chemical Engineering, Yeungnam University, 280-Daehak-Ro, Gyeongsan, 712-749, South Korea; Department of Mathematics, Al-Aflaj College of Science and Humanities Studies, Prince Sattam Bin Abdulaziz University, Al-Aflaj, 710-11912, Saudi Arabia; Department of Mathematics, Suez Faculty of Science, Suez University, Suez, Egypt"
10.1007/s11356-022-23026-4,"School of Economics, Guangdong University of Finance & Economics, Guangzhou, 510320, China; Management Information Systems Department, University of Ha’il, Community College, PO Box 2440, Hail City, Saudi Arabia; University of Sousse, Higher Institute of Finance and Taxation, Sousse, Tunisia; Department of Management Information, Kyoto College of Economics, 3–1, Oehigashinagacho, Nishikyo-ku, Kyoto, 610-1195, Japan"
10.1007/s00500-021-06115-3,"College of Management, Xi’an University of Science and Technology, Shaanxi, Xi’an, 710054, China; School of Management, University of Science and Technology of China, Hefei, 230026, China; Energy Economy and Management Research Center, Xi’an University of Science and Technology, Xi’an, 710054, China; HeNan Newvid Technology Co., Ltd, Luoyang, 471000, China; Dr Computational Neuroscience, Engineering and Information Department, Palestine Ahliya University, Bethlehem, Palestine; Senior Lecturer in Information Technology, South Eastern University of Sri Lanka, Oluvil, Sri Lanka"
10.1007/s11042-019-7210-7,"Xi’an International University, Shaanxi, Xi’an, 710077, China"
10.1088/1402-4896/acab8b,"Department of Physics, College of Science, Princess Nourah bint Abdulrahman University, P. O. Box 84428, Riyadh, 11671, Saudi Arabia; Theoretical Physics Group, Department of Physics, University of Port Harcourt, Choba, Nigeria; Department of Physics, Akwa Ibom State University, Ikot Akpaden, P.M.B. 1167, Uyo, Nigeria; Theoretical Physics Programme, National Mathematical Centre, Abuja, Nigeria; Department of Physics, College of Science, Sultan Qaboos University, P. O. Box 36, P. C. 123, Al-Khod, Muscat, Oman; Department of Physics, College of Sciences, University of Bisha, P. O. Box 344, Bisha, 61922, Saudi Arabia; Physics Department, Faculty of Science, Al-Azhar University, Assiut, 71524, Egypt"
